airline_sentiment,text
negative, Is flight 5001 really going to leave Newark today?  If not tell us now and I will rent a car.  I do not want to end up stranded.
negative,. thanks for the reply. I saw that but it's not particularly helpful to a hungry vegetarian not flying those specific flights. SHRUG.
negative, so funny that my boarding pass said PRIORITY a because clearly I am not a priority to this airline
negative, I'm sure you will offer me nothing for the inconvenience you have put me through TWICE this month. Tweets don't cut it
negative, or you'll Cancelled Flight my flight like you just did
negative, screwing me over twice in one month. Learned my lesson. We are through.
negative, what's the point of offering a free checked bag of you lose it?
neutral," Will do, cheers"
positive, Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx
positive, thnx ^LO :-)
neutral," yes. Houston Int'l, Bush."
neutral, Hi. My 2/23 flight from CUN-EWR shows a departure of 2:55pm on my United app.  Can you confirm?  Doesn't look correct.  Thanks.
negative," flight from vegas to houston Cancelled Flighted this morning ""due to operation"" what does this mean!???? Thank god I woke up early today!"
neutral, Will do! Thanks!
negative, education of that staff is needed - he also turned away other first class cabin passengers with mileage plus.
negative, Item (not mine) mysteriously ended up in my checked bag after a #EWR to #YOW flight.  Missing a black box? http://t.co/SJQEmDtQmA
negative, My guess:flight is going to be Cancelled Flightled because there are 16 empty seats and those who confirmed are not important. #frustrated
negative," instead of making  seats smaller/thinner so u can jam more people on a flight,u should concentrate on maint &amp; happy customers"
negative, I need assistance with pulling your agents' heads out of their asses
negative," gates were DEFINITELY NOT FULL. We were parked and wheels were chocked. Customer service called it an ""UNMET ARRIVAL""!!"
positive, in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United.
neutral, to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek
negative," flight 4465 almost half an hour at the Tarmac ""waiting for papers""... Cannot miss my connection at IAH !"
negative, worst airline ever. Thanks for the slew of rude agents and staff making my delayed flights even worse.
negative, no chance in hell. I'd rather walk. Worst airline ever.
negative, is the worst major US airline.  More proof: they're boarding the plane with the outside galley door open in 0 degree weather.  Wtf?
neutral, [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-)
positive, always makes our cross country flights rad. @hemispheresmag here's baby flier Charlotte! #8thtime5MonthsOld http://t.co/kCqnwIXUCm
negative," Too Late Flight, damage has been done. Easily the worst airline experience of my life. Missed two connecting flights &amp; days of work. #UA49"
negative, don't know if you are aware that ALL of your premier access lines are closed in your terminal. I feel the love.
positive, #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧
negative, disappointed to learn you are now charging $200 to use 20k miles for upgrades on PS JFK flights. Will be looking at alternatives.
neutral, just kidding with you I'll send you my stuff now. Thanks
negative, @FAANews unacceptable practice to leave Cancelled Flighted flight passengers to sleep on cement with no pillows #UA1724 http://t.co/nDTLJ15ZpU
negative, can u get the crew member that we are waiting on? We were told 40 minutes ago they landed here and they are still not to our gate.
negative, Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!
negative, I had the worst customer experience at Houston intl airport... Your ground support even for @staralliance members is a nightmare
neutral, tremendous. What would you recommend?
negative, can you help me with a delayed flight as im going to miss my connection?
negative," I'm counting on you, please don't let me down! #delayed #again #needtocatchmynextflight #alreadyrebookedonce"
negative, why is it so impossible to actually get a passenger AND their luggage to their final destination?
positive, -huge kudos to the FO of Sunday's flt #1623 sjo-iad. Handed my daughter her first pair of wings! Keeping traditions alive.
positive, awesome new plane flight 1701
negative, #flightdelay on an early craft arrival because pilot is stuck in traffic #fail #nocustomerservice #nocompensation
negative,"  oh united, how much I despise thee!"
neutral, lets see of we can do this today! Hoping for an on-time dept #dullestostatecollege #runningonthreehoursofsleep #delayedovernight
positive," flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!"
negative, your airline is the biggest joke of an operation in the world.
negative, what is going on with baggage claim in Newark!#tiredandwanttogohome
negative, usually your lounge staff are fantastic! Except today in MCO where almost denied entry to lounge even though traveling united-first
negative, Why don't you respond to my e-mails of facebook msg?! I'm still wating for my tickets!! I'm getting really angry and disappointed!
negative, then send your Jeff Smisek on a trip with JetBlue or SW and make sure he takes notes. I would never choose to fly United again.
negative, So disappointed in the service and the level of staff communication. Such a bummer.
neutral, pre-dawn flight to #miami from #EWR. Annual #SOBEWFF trip. Now.
positive,  Thank you for a wonderful global first class flight on your 777 to FRA. Great service. (cont) http://t.co/46n9kDcsxU
neutral," got it, look forward to hearing from you soon"
negative, how are you going to rectify this? Please direct me to your complaints department #stickingToDelta
positive,"Thank you United! “: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”"
negative," to top it all off, your flight attendants talked loudly throug the flight, even when the lights were dimmed. Resulting in no sleep"
negative," it seems like no one from United can help me. Lots of fingers pointed, zero people stepping up. At least the gate has Oreos"
negative, they have access to the dial that makes it faster do they?
neutral, I'll be impressed if I actually get a response! 😜
neutral, hi I left my asus tablet on flight to Heathrow from Newark on 16th feb and wondered how long it takes for someone to check if found?
