airline_sentiment,airline_sentiment_confidence,airline,retweet_count,text
negative,1.0,United,0,"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!"
negative,1.0,United,0,@united that's funny because I emailed @VirginAtlantic once and they found it hadn't left LHR. In the mean time stuck with no bag in NYC!!!
negative,1.0,United,0,"@united is the biggest joke of a company,I will never fly with them again! 3 days now waiting for my bag, they don't even know where it is!"
negative,1.0,United,0,@united why haven't you updated that flight 4411 is delayed? Super frustrating
neutral,0.6743,United,0,@united How long can I expect the formal response to take?
neutral,1.0,United,0,"@united Hi, I am flying domestic first from SEA to HNL. Can I pay to use the lounge before I fly or this is just for international? Thanks"
neutral,1.0,United,0,"@united Do you mean ""fortunately""? I don't want my flight to be affected! 😉"
neutral,0.6754,United,0,"@united volumes, profit up http://t.co/pKfI9bTtzf #aviation #aircargo http://t.co/BBj6kMTYUl"
negative,1.0,United,0,"@United what the...? I go into the ""all airlines lounge"" w/ my Star Alliance Club Card in BCN only to be told Star Alliance isn't accepted"
negative,1.0,United,0,@united Y do U not reply to customer refund forms??????????? #unitedairlines
negative,1.0,United,0,@united &lt;&lt;&lt;&lt;&lt;------- shoddy customer service. Of no use whatsoever. #unitedairline
negative,0.6915,United,0,@united &lt;&lt;&lt;&lt;&lt;&lt;-------- do not reply to emails?
negative,1.0,United,0,"@united it has now been 16 days since i applied for my compensation?

Y have i had no correspondence"
neutral,0.6768,United,0,@united it sucks not having the money to book a flight to see the love of my life. 2600 miles away.
negative,1.0,United,0,@united submitted customer care form Jan 7th. Still no response. A little longer then 7 - 10 business days
negative,1.0,United,0,"@united @laurasbrown5 Clearly United lives in the stone age. Some people don't need computers, make your site better for tablets and phones"
neutral,1.0,United,0,"@united speaking of my flight, skateboards are allowed as carry on bagage right? No extra payment needed?"
negative,0.6869,United,0,"@united @PGATOUR @NTrustOpen Next thing you know, United will believe they are above the DOT and take them to court. United is anti-consumer"
negative,1.0,United,0,@united @PGATOUR @NTrustOpen I read that last hashtag as Go F United. Makes sense since they F us by Cancelled Flightling ticketed reservations
neutral,0.6558,United,0,@united The link in the message I was replying to. #3thparty #ITproblems
neutral,1.0,United,0,"@united Hi, I read there are weather warnings on the East Coast of the US. Would a flight from LHR to SFO be affected?"
positive,0.6632,United,0,@united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member. Thank you :)
neutral,1.0,United,0,@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY
negative,1.0,United,0,@united @gg8929 I'm sorry United isn't able to keep its word 'cuz their IT is totally inadequate but they still says it's a customer fault!
negative,1.0,United,0,@united How can you not know where my bags are?  You knew where they were 6 hours ago. You are killing me!  Worst service. Ever.
negative,1.0,United,0,@united Stop pretending you care about the welfare of my daughter. United Airlines had the opportunity to help n failed # United airlines
negative,1.0,United,0,@united I have received one previously on the 11th having checked. Odd as you said there was no complaint associated with my e-mail?
negative,0.6434,United,0,"@united ok, I have that, pretty sure I had it before too but will wait and see what happens...."
negative,1.0,United,0,@united Checking tracing information. You got 2 numbers wrong in my phone number &amp; how did a turquoise duffle bag become a black laptop bag?
negative,1.0,United,0,@united  treats service members like crap never flying again with them #UnitedAirlines  @CNN
neutral,0.3449,United,0,"@united Thanks. UA1121, DEN, 40 min on tarmac."
negative,1.0,United,0,@united What is the point of a UPC code on checked baggage if you can't tell me where my luggage is? Vacation- day 3: trying on swimsuits...
negative,0.6485,United,0,@united why are your SFO-&gt;BOS nonstop flights not competitively priced with those of JetBlue and Virgin? $179 vs $324. Identical times.
negative,1.0,United,0,@united how come I have no baggage updates.
negative,1.0,United,0,"@united Thanks for your response. Bags came, but it was a long wait and priority tags weren't honored at all. Disappointing"
negative,1.0,United,0,@United @UnitedAirlines and the hits keep on coming. http://t.co/44ZHmfDIW6 #unitedfail #unitedwithivy
negative,0.6774,United,0,"@united hi JH. Yes please. Since I lost almost a whole day on the way out, could you help me change my return for one day Late Flightr?"
negative,1.0,United,0,"@united 3 hrs searching for flts, find 1 on site &amp; can't book the $ offered bc 1 seg isn't really available. #lies #falseadvertising"
negative,1.0,United,0,@united next flight? Don't think I'll be spending anymore money with you guys ever. It was that bad.
negative,1.0,United,0,@united are my bags here yet?  They were at Palm Springs airport.  I was at LAX.  How come I beat my bags here.
negative,1.0,United,0,@united why couldn't you have changed the tire of my delayed UA1127 flight when it arrived instead of waiting until boarding?
negative,1.0,United,0,@united A generic form with tons of fields asking for info you already?  Expected more as a premier platinum. Another #servicefail
negative,1.0,United,0,"@united, wtf is your username and/or email addr signin STILL unavailable? Been trying to login since Sunday"
neutral,1.0,United,0,"@united I am flying from msp to dxb, my child will turn 2 during the trip do I have to buy a return ticket for my child?"
negative,1.0,United,0,@united I want my bags. There is vital equipment in there. You are royally screwing me. I'm cranky and want an update.
positive,1.0,United,0,@united you guys have such big hearts.. keep up the good work
negative,1.0,United,0,@united Flight 512 had sime of the rudest flight attendants. I was run over by the drink card and had a flashlight dropped on me. #noapology
negative,1.0,United,0,"@united I am VERY disappointed with @SilverAirways as your partner. No communication, 2 extremely Late Flight flights. Really, all around horrible."
negative,0.3452,United,0,"@united unless it's on you guys, im good."
negative,0.6859999999999999,United,0,@united are the miles going to be restructured? Help a silver status brotha out! I thought I was winning with you guys until today lol
neutral,0.6475,United,0,"@united even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!"
negative,1.0,United,0,"@united missed connection, wrong city, bags at Palm Springs, but not at hotel. I am seriously tired of being treated this way."
negative,0.6722,United,0,@united dang... I thought I was in a teleportation device! Ua514
positive,1.0,United,0,@united received my bag. I appreciate taking care of the matter and following up!
negative,1.0,United,0,@united still haven't received a response. Please direct message me for my contact information.
neutral,1.0,United,0,@united so if this game was the one reason I payed for @DIRECTV is there something we could work out here? http://t.co/HQDTK6aTue
positive,0.6367,United,0,@united :take note of this great example of @JetBlue actually making good for an extremely inconvenient situation. http://t.co/t3Gnk2N7LD
negative,1.0,United,0,@united RTB&gt;IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls
negative,1.0,United,0,"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay"
negative,1.0,United,0,@united tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...
neutral,1.0,United,0,@united Hello. Just wondering how long it might take for Turkish Airlines flights to show up in my United miles. Thanks.
negative,1.0,United,0,@united do you guys have any working planes?
negative,0.6356,United,0,@united we just almost had a major accident on ua3710 ... How about passing on some information to those of us waiting on plane!!!
negative,1.0,United,0,"@united again, you said to go take the time to go there, knowing what the issue was, and knowing you won’t fix it."
negative,1.0,United,0,@united my son is a passenger on flight 3710 from Chicago to Toronto. The plane came within feet of colliding  another plane and is stopped.
positive,0.6301,United,0,"@united That made me so mad, but then I called the bag number, and that person was helpful and told me where the bag really was. (2/2)"
negative,1.0,United,0,"@united Yes. It was the airport person who told me the bag was still in Nashville, when I filed the claim. (1/2)"
positive,0.669,United,0,@united The only thing you fella have done right today is get me to the pacific time zone.
